Frame count,Player 1 Keypoints,Player 2 Keypoints,Ball Position,Shot Type,Player 1 RL World Position,Player 2 RL World Position,Ball RL World Position
267,"[[0.5550927519798279, 0.6586158275604248], [0.557053804397583, 0.6524597406387329], [0.5533380508422852, 0.6514101624488831], [0.0, 0.0], [0.5423799157142639, 0.6499134302139282], [0.5512164831161499, 0.6835536360740662], [0.5187076330184937, 0.6885404586791992], [0.5654729008674622, 0.7163664698600769], [0.5007979273796082, 0.742205798625946], [0.5768303871154785, 0.7277964353561401], [0.5019563436508179, 0.7874615788459778], [0.5448757410049438, 0.789916455745697], [0.5251815319061279, 0.7949295043945312], [0.550045907497406, 0.8560656905174255], [0.5363482236862183, 0.860012412071228], [0.5584384202957153, 0.8973069190979004], [0.5474823117256165, 0.9049389362335205]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.4477401375770569, 0.5448200702667236], [0.46331900358200073, 0.5516766905784607], [0.42876434326171875, 0.5749549865722656], [0.46440109610557556, 0.5862775444984436], [0.4125451147556305, 0.6190382838249207], [0.47148260474205017, 0.6337317228317261], [0.4154881536960602, 0.6236587166786194], [0.47118812799453735, 0.6332383155822754], [0.426790714263916, 0.6788910627365112], [0.45258307456970215, 0.6846610307693481], [0.41902726888656616, 0.7595003843307495], [0.4599034786224365, 0.7638047337532043], [0.4177326560020447, 0.8376497626304626], [0.466958612203598, 0.8464539647102356]]","[545, 257]",slight_crosscourt drive,"[3.331, 2.317, 2.528]","[3.121, 2.043, 2.754]","[0, 0, 0]"
268,"[[0.5433982610702515, 0.6668245196342468], [0.5483555793762207, 0.661228358745575], [0.5412842631340027, 0.6580429673194885], [0.0, 0.0], [0.5341569185256958, 0.6578912734985352], [0.5542221069335938, 0.7005532383918762], [0.5153177976608276, 0.6960868835449219], [0.5666346549987793, 0.7274382710456848], [0.49493470788002014, 0.7390265464782715], [0.5694199800491333, 0.7257724404335022], [0.4952244162559509, 0.775862455368042], [0.5428699851036072, 0.8058778643608093], [0.5179356932640076, 0.8052812218666077], [0.548995852470398, 0.8753482103347778], [0.5223758816719055, 0.8747392296791077], [0.5528980493545532, 0.9178282022476196], [0.5265549421310425, 0.9175200462341309]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.4498559832572937, 0.5462280511856079], [0.4665294289588928, 0.5540315508842468], [0.43037843704223633, 0.5757036209106445], [0.4668108820915222, 0.5887326002120972], [0.4126946032047272, 0.6188841462135315], [0.47218507528305054, 0.6366400122642517], [0.41534966230392456, 0.62360680103302], [0.4711677134037018, 0.6351315975189209], [0.42741790413856506, 0.6790068745613098], [0.45373058319091797, 0.6856006383895874], [0.4194766581058502, 0.7581774592399597], [0.4600215554237366, 0.7635034918785095], [0.41817015409469604, 0.8340113162994385], [0.4666324555873871, 0.8441043496131897]]","[545, 257]",slight_crosscourt drive,"[3.275, 1.908, 2.85]","[3.12, 2.053, 2.746]","[0, 0, 0]"
269,"[[0.5433613061904907, 0.666857898235321], [0.5483470559120178, 0.6612813472747803], [0.5412794947624207, 0.658029317855835], [0.0, 0.0], [0.5341578722000122, 0.657721757888794], [0.5541080236434937, 0.7004743814468384], [0.5152479410171509, 0.6958323121070862], [0.5666178464889526, 0.7275605797767639], [0.49506378173828125, 0.738985002040863], [0.5695602893829346, 0.7260076999664307], [0.4955695569515228, 0.7758650779724121], [0.5429679751396179, 0.8056793212890625], [0.5180410742759705, 0.8050757646560669], [0.5496345162391663, 0.8747363686561584], [0.5228185057640076, 0.8741443157196045], [0.5540776252746582, 0.918009877204895], [0.5273221731185913, 0.9176435470581055]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.4500281810760498, 0.5463036298751831], [0.4663988947868347, 0.5540341138839722], [0.43045514822006226, 0.5756229758262634], [0.4667282998561859, 0.5886548161506653], [0.41268306970596313, 0.6190540790557861], [0.47227996587753296, 0.6370194554328918], [0.41528353095054626, 0.6249479055404663], [0.47137346863746643, 0.6367870569229126], [0.4276157319545746, 0.6784616112709045], [0.4537737965583801, 0.6851052045822144], [0.4197472929954529, 0.7580556869506836], [0.46011266112327576, 0.7634369134902954], [0.418329656124115, 0.8339983820915222], [0.4664652347564697, 0.8441665768623352]]","[545, 257]",slight_crosscourt drive,"[3.223, 1.19, 3.403]","[3.119, 2.07, 2.733]","[0, 0, 0]"
270,"[[0.5494667291641235, 0.6823316216468811], [0.552842915058136, 0.6768496632575989], [0.5480397939682007, 0.6738601922988892], [0.0, 0.0], [0.5378501415252686, 0.6712571978569031], [0.5487483143806458, 0.7103840112686157], [0.5112687945365906, 0.7047597169876099], [0.5645704865455627, 0.7286607623100281], [0.48629269003868103, 0.733109176158905], [0.5841506123542786, 0.71604323387146], [0.4893066883087158, 0.745442807674408], [0.5376349687576294, 0.810703694820404], [0.5127290487289429, 0.8107666969299316], [0.5457164645195007, 0.8683369159698486], [0.5108133554458618, 0.8684070110321045], [0.5543696880340576, 0.9027878642082214], [0.5119826793670654, 0.9042460322380066]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.4509162902832031, 0.5459290742874146], [0.46619415283203125, 0.5529219508171082], [0.43150773644447327, 0.5777279138565063], [0.4669470191001892, 0.589047372341156], [0.41372013092041016, 0.6201516389846802], [0.4727703630924225, 0.6349025964736938], [0.4163067936897278, 0.6174691915512085], [0.4720495343208313, 0.6274605393409729], [0.42802882194519043, 0.6787242293357849], [0.4537905156612396, 0.6845337152481079], [0.41941046714782715, 0.7574042677879333], [0.46155136823654175, 0.7618807554244995], [0.4138079583644867, 0.8332077860832214], [0.46490851044654846, 0.8424553871154785]]","[545, 257]",slight_crosscourt drive,"[3.224, 1.221, 3.379]","[3.118, 2.074, 2.731]","[0, 0, 0]"
271,"[[0.5472347736358643, 0.6927775740623474], [0.5504619479179382, 0.6873473525047302], [0.5454285740852356, 0.6841300129890442], [0.0, 0.0], [0.5352221131324768, 0.6818611025810242], [0.5477381348609924, 0.7255944013595581], [0.5095011591911316, 0.7148836851119995], [0.5613767504692078, 0.7580548524856567], [0.4778819978237152, 0.7453217506408691], [0.5780772566795349, 0.7697454690933228], [0.47003382444381714, 0.7699851989746094], [0.5338701009750366, 0.823609471321106], [0.508364737033844, 0.8211204409599304], [0.5474679470062256, 0.8927371501922607], [0.5055410861968994, 0.8909091353416443], [0.5544324517250061, 0.9463767409324646], [0.5001977682113647, 0.9437386393547058]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.4535849690437317, 0.545762836933136], [0.4659663736820221, 0.55137038230896], [0.4324612021446228, 0.5745129585266113], [0.46667662262916565, 0.5851512551307678], [0.41265469789505005, 0.6130303144454956], [0.47169914841651917, 0.6294026374816895], [0.41512757539749146, 0.6178670525550842], [0.4715009331703186, 0.6302652955055237], [0.42823347449302673, 0.6737444400787354], [0.45285677909851074, 0.6798205971717834], [0.4191312789916992, 0.7491815090179443], [0.4618045687675476, 0.7544326782226562], [0.4084698557853699, 0.8214747309684753], [0.4594873785972595, 0.8317206501960754]]","[545, 257]",slight_crosscourt drive,"[3.204, 0.661, 3.807]","[3.113, 2.114, 2.7]","[0, 0, 0]"
272,"[[0.5456935167312622, 0.7016386985778809], [0.5463098287582397, 0.6944177150726318], [0.5431463718414307, 0.693864107131958], [0.0, 0.0], [0.531181275844574, 0.6926382184028625], [0.5407231450080872, 0.7321059107780457], [0.5057859420776367, 0.721409797668457], [0.5441543459892273, 0.7766411900520325], [0.47479408979415894, 0.7548309564590454], [0.5548293590545654, 0.7923589944839478], [0.465005487203598, 0.7825624942779541], [0.5275328755378723, 0.8239705562591553], [0.502170205116272, 0.8220860958099365], [0.5471671223640442, 0.8910690546035767], [0.49837979674339294, 0.8924879431724548], [0.5516923666000366, 0.930791974067688], [0.4897846579551697, 0.9425424337387085]]","[[0.4716764986515045, 0.5564134120941162], [0.0, 0.0], [0.46949735283851624, 0.5476589798927307], [0.0, 0.0], [0.4596409797668457, 0.543669581413269], [0.470693975687027, 0.5846791863441467], [0.4386233389377594, 0.5713930130004883], [0.4695451259613037, 0.6241083145141602], [0.4148254990577698, 0.6028243899345398], [0.4693533480167389, 0.6271130442619324], [0.41700226068496704, 0.6162346005439758], [0.4548671245574951, 0.6787011027336121], [0.4331638813018799, 0.6739171147346497], [0.4599786698818207, 0.7526052594184875], [0.42716914415359497, 0.7482473850250244], [0.45806580781936646, 0.8198684453964233], [0.41868048906326294, 0.8143425583839417]]","[442, 334]",tight_straight drive,"[3.198, 0.397, 4.007]","[3.094, 2.264, 2.584]","[0, 0, 0]"
273,"[[0.540160059928894, 0.7070308327674866], [0.541622519493103, 0.6993555426597595], [0.5370171666145325, 0.6989683508872986], [0.0, 0.0], [0.5236005783081055, 0.6968244910240173], [0.5359251499176025, 0.7375710606575012], [0.4995659291744232, 0.7253955602645874], [0.5384941101074219, 0.791843593120575], [0.46865329146385193, 0.7566498517990112], [0.5445436239242554, 0.8334958553314209], [0.4597656726837158, 0.7808478474617004], [0.522504448890686, 0.8368452191352844], [0.4954657554626465, 0.8341130018234253], [0.5408426523208618, 0.9171127080917358], [0.4890962243080139, 0.9186434149742126], [0.5470219850540161, 0.9608031511306763], [0.4769899249076843, 0.9689796566963196]]","[[0.4687469005584717, 0.5519039034843445], [0.4711846709251404, 0.5453154444694519], [0.4672919809818268, 0.5443373918533325], [0.4657379686832428, 0.5467665195465088], [0.4618753492832184, 0.5445622205734253], [0.4524259567260742, 0.577758252620697], [0.4483925700187683, 0.5744587182998657], [0.43064212799072266, 0.608031690120697], [0.42563143372535706, 0.5987673401832581], [0.42937907576560974, 0.6082832217216492], [0.4246816635131836, 0.5964382886886597], [0.4443715512752533, 0.6710343956947327], [0.4417271018028259, 0.6711002588272095], [0.4448974132537842, 0.7491673827171326], [0.4463656544685364, 0.7496508359909058], [0.4479561448097229, 0.8189342021942139], [0.44855254888534546, 0.8196520209312439]]","[442, 334]",tight_straight drive,"[3.186, 0.956, 3.58]","[2.938, 2.889, 2.065]","[0, 0, 0]"
274,"[[0.5339897871017456, 0.7165845036506653], [0.5351433157920837, 0.7094963192939758], [0.5316303968429565, 0.7085590958595276], [0.0, 0.0], [0.5201479196548462, 0.7055081725120544], [0.5267528295516968, 0.742962121963501], [0.4963216185569763, 0.72547447681427], [0.5267084836959839, 0.7975478172302246], [0.46398797631263733, 0.7534688115119934], [0.5326106548309326, 0.8393055200576782], [0.45513486862182617, 0.7883007526397705], [0.5062807202339172, 0.8391774296760559], [0.48233065009117126, 0.8339217901229858], [0.532365620136261, 0.9092233180999756], [0.4790074825286865, 0.9073425531387329], [0.536976158618927, 0.9591639041900635], [0.45889395475387573, 0.9675614237785339]]","[[0.46829551458358765, 0.5554229021072388], [0.4701578617095947, 0.5493704676628113], [0.46740207076072693, 0.54782634973526], [0.0, 0.0], [0.4623177647590637, 0.5468883514404297], [0.4581748843193054, 0.5807680487632751], [0.44391974806785583, 0.571387529373169], [0.43620699644088745, 0.602946400642395], [0.41313114762306213, 0.5830670595169067], [0.42698222398757935, 0.5969149470329285], [0.4161645770072937, 0.5771980881690979], [0.4449401795864105, 0.667664110660553], [0.43574824929237366, 0.6651093363761902], [0.44585123658180237, 0.7336554527282715], [0.4359706938266754, 0.7315049767494202], [0.44073057174682617, 0.7972054481506348], [0.4330437183380127, 0.7946106195449829]]","[423, 343]",straight drive,"[3.161, 1.479, 3.178]","[3.054, 2.493, 2.403]","[0, 0, 0]"
275,"[[0.5340112447738647, 0.7165274024009705], [0.5351726412773132, 0.709436297416687], [0.5316340923309326, 0.708497166633606], [0.0, 0.0], [0.5201064944267273, 0.705464243888855], [0.5267354846000671, 0.7430222630500793], [0.4963645935058594, 0.7254860997200012], [0.5267451405525208, 0.7976087927818298], [0.4640601575374603, 0.7534016966819763], [0.5327426791191101, 0.8391964435577393], [0.4552464485168457, 0.7879093885421753], [0.5064956545829773, 0.839293897151947], [0.4825156331062317, 0.8340635299682617], [0.5329943895339966, 0.9092947840690613], [0.47921186685562134, 0.9074150919914246], [0.5380004644393921, 0.9593546390533447], [0.45901399850845337, 0.9677284359931946]]","[[0.4682699143886566, 0.5551716685295105], [0.4701728820800781, 0.5491563081741333], [0.46734896302223206, 0.5475788712501526], [0.0, 0.0], [0.4622018337249756, 0.5466800332069397], [0.45821166038513184, 0.580847442150116], [0.4438820779323578, 0.5712106823921204], [0.436454713344574, 0.6036468744277954], [0.41318225860595703, 0.5830436944961548], [0.4273882508277893, 0.5980896353721619], [0.4159330725669861, 0.5772339105606079], [0.44487038254737854, 0.6676273941993713], [0.43565264344215393, 0.664948582649231], [0.4458093047142029, 0.7337554693222046], [0.4360986649990082, 0.731499969959259], [0.4406968057155609, 0.7976264357566833], [0.4332151412963867, 0.7948232293128967]]","[423, 343]",slight_crosscourt drive,"[3.115, 1.988, 2.783]","[2.989, 2.775, 2.175]","[0, 0, 0]"
276,"[[0.5290375351905823, 0.7211757302284241], [0.0, 0.0], [0.5266039371490479, 0.7131190896034241], [0.0, 0.0], [0.5134232640266418, 0.7108264565467834], [0.5215945243835449, 0.755954384803772], [0.48988285660743713, 0.7250865697860718], [0.5210639238357544, 0.8146844506263733], [0.45742267370224, 0.7483111023902893], [0.5252962708473206, 0.8501148819923401], [0.4482462406158447, 0.7957133650779724], [0.49343347549438477, 0.8463682532310486], [0.4711081385612488, 0.834308385848999], [0.5062008500099182, 0.9207624793052673], [0.4720691740512848, 0.9094071388244629], [0.4986453056335449, 0.9686287045478821], [0.45266446471214294, 0.9742109775543213]]","[[0.46891552209854126, 0.5592960119247437], [0.0, 0.0], [0.46824103593826294, 0.5520744919776917], [0.0, 0.0], [0.4633549153804779, 0.5488033890724182], [0.45433154702186584, 0.5750900506973267], [0.4455568194389343, 0.5707537531852722], [0.43146568536758423, 0.602569580078125], [0.41926926374435425, 0.5933846831321716], [0.42029228806495667, 0.5867395401000977], [0.41941434144973755, 0.5844798684120178], [0.43748703598976135, 0.6663139462471008], [0.43093791604042053, 0.6647323369979858], [0.43687552213668823, 0.7298077940940857], [0.42320069670677185, 0.7285658717155457], [0.4313175082206726, 0.7910059690475464], [0.4140731394290924, 0.7910158038139343]]","[423, 343]",slight_crosscourt drive,"[3.115, 1.985, 2.785]","[2.99, 2.773, 2.177]","[0, 0, 0]"
277,"[[0.5216514468193054, 0.7344801425933838], [0.0, 0.0], [0.5207444429397583, 0.7248204350471497], [0.0, 0.0], [0.5108587145805359, 0.7159906029701233], [0.5140213966369629, 0.7577759623527527], [0.48455458879470825, 0.7326095700263977], [0.5082377195358276, 0.8118160963058472], [0.45178452134132385, 0.7555921077728271], [0.5135408639907837, 0.8406895399093628], [0.4448469281196594, 0.7722843885421753], [0.48597654700279236, 0.8442697525024414], [0.46458300948143005, 0.8341299295425415], [0.5023173689842224, 0.9039744138717651], [0.4616909623146057, 0.8958415389060974], [0.5023462772369385, 0.9410500526428223], [0.44656625390052795, 0.9284433126449585]]","[[0.46678924560546875, 0.5490072965621948], [0.46991926431655884, 0.543653130531311], [0.46450549364089966, 0.5407900214195251], [0.0, 0.0], [0.45483964681625366, 0.5378918647766113], [0.4640423655509949, 0.5776854753494263], [0.4367803931236267, 0.5628419518470764], [0.4569573402404785, 0.6141427755355835], [0.41657528281211853, 0.58661949634552], [0.4497029781341553, 0.6065890192985535], [0.41722673177719116, 0.5864960551261902], [0.4446493685245514, 0.6640141606330872], [0.4251341223716736, 0.6574341058731079], [0.44555550813674927, 0.7254498600959778], [0.4135853350162506, 0.7200362086296082], [0.44015437364578247, 0.7790077924728394], [0.3990052342414856, 0.7720581293106079]]","[423, 343]",slight_crosscourt drive,"[3.097, 2.126, 2.673]","[2.91, 2.979, 1.991]","[0, 0, 0]"
278,"[[0.5158993005752563, 0.74046790599823], [0.5184520483016968, 0.7338551878929138], [0.5150836706161499, 0.7318879961967468], [0.0, 0.0], [0.50873863697052, 0.7240606546401978], [0.4977356493473053, 0.7569057941436768], [0.4832335114479065, 0.7438369989395142], [0.49535608291625977, 0.8131000995635986], [0.4530782103538513, 0.7746478319168091], [0.5098260641098022, 0.8661866188049316], [0.4408414959907532, 0.8016875386238098], [0.4658234715461731, 0.8475648760795593], [0.45594510436058044, 0.8432902693748474], [0.4832879602909088, 0.9093559384346008], [0.46125245094299316, 0.9066615700721741], [0.48342686891555786, 0.9525758624076843], [0.4479452967643738, 0.9485828876495361]]","[[0.4663093090057373, 0.5457221865653992], [0.4688164293766022, 0.5395705103874207], [0.46407049894332886, 0.537921667098999], [0.0, 0.0], [0.4549935460090637, 0.5356389880180359], [0.4583154618740082, 0.5734089612960815], [0.4360169768333435, 0.5646505355834961], [0.45399609208106995, 0.609213650226593], [0.415951669216156, 0.5907335877418518], [0.45696765184402466, 0.6115149855613708], [0.41845887899398804, 0.5908987522125244], [0.43458351492881775, 0.6694852113723755], [0.41938504576683044, 0.6654443144798279], [0.4332974851131439, 0.7285364866256714], [0.40979471802711487, 0.7255867719650269], [0.42392849922180176, 0.781270444393158], [0.3929024636745453, 0.7789248824119568]]","[316, 203]",crosscourt drive,"[3.072, 2.285, 2.55]","[2.836, 3.131, 1.847]","[0, 0, 0]"
279,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.49723249673843384, 0.7235909104347229], [0.5113255381584167, 0.7357640862464905], [0.46862849593162537, 0.7380842566490173], [0.49835991859436035, 0.7606626749038696], [0.44779568910598755, 0.7959664463996887], [0.4949508309364319, 0.8296599388122559], [0.45440927147865295, 0.8474899530410767], [0.49814075231552124, 0.8715119361877441], [0.4411008954048157, 0.8210724592208862], [0.4642302095890045, 0.8330307602882385], [0.4463837742805481, 0.8760932087898254], [0.49931517243385315, 0.8877163529396057], [0.42748546600341797, 0.9111648797988892], [0.5022395253181458, 0.9311391115188599]]","[[0.46337246894836426, 0.5550541877746582], [0.0, 0.0], [0.46179112792015076, 0.5476142168045044], [0.0, 0.0], [0.4556030333042145, 0.5432634353637695], [0.45438724756240845, 0.5753920078277588], [0.43801435828208923, 0.5658213496208191], [0.44965696334838867, 0.6158311367034912], [0.41621142625808716, 0.5921909809112549], [0.45426130294799805, 0.6195692420005798], [0.41597312688827515, 0.5857258439064026], [0.43050938844680786, 0.6627653241157532], [0.4190995693206787, 0.658142626285553], [0.4288788437843323, 0.7217689752578735], [0.40728920698165894, 0.7184963822364807], [0.41694802045822144, 0.7778688073158264], [0.38621628284454346, 0.7750172019004822]]","[317, 206]",slight_crosscourt drive,"[3.08, 2.236, 2.587]","[2.811, 3.158, 1.811]","[0, 0, 0]"
280,"[[0.5154567956924438, 0.7522037029266357], [0.0, 0.0], [0.5151575207710266, 0.7446140646934509], [0.0, 0.0], [0.5087751150131226, 0.7362514734268188], [0.4683365821838379, 0.740323543548584], [0.49292635917663574, 0.7560035586357117], [0.4503447413444519, 0.8044036030769348], [0.4866318702697754, 0.8245593309402466], [0.46236652135849, 0.8410066962242126], [0.49309849739074707, 0.8537077307701111], [0.4345298707485199, 0.8196650743484497], [0.4533417224884033, 0.827829122543335], [0.44972628355026245, 0.8698489665985107], [0.4907294809818268, 0.8780361413955688], [0.42891913652420044, 0.9187937378883362], [0.4858319163322449, 0.9341748356819153]]","[[0.4617611765861511, 0.5595494508743286], [0.4641227126121521, 0.553341269493103], [0.4591147005558014, 0.5505508780479431], [0.0, 0.0], [0.4484545588493347, 0.5447897911071777], [0.45659273862838745, 0.5857383012771606], [0.43008723855018616, 0.5678740739822388], [0.4538814425468445, 0.6339743137359619], [0.4088120460510254, 0.5947727560997009], [0.45862236618995667, 0.6425186395645142], [0.41206520795822144, 0.5908789038658142], [0.4321427345275879, 0.6716291904449463], [0.41282087564468384, 0.6635538935661316], [0.43438276648521423, 0.728906512260437], [0.39913198351860046, 0.7229276299476624], [0.42177996039390564, 0.7889288067817688], [0.37380141019821167, 0.7813632488250732]]","[319, 210]",slight_crosscourt drive,"[3.199, 0.293, 4.087]","[2.778, 3.202, 1.76]","[0, 0, 0]"
281,"[[0.5160495042800903, 0.7540620565414429], [0.0, 0.0], [0.5157731175422668, 0.7463172078132629], [0.0, 0.0], [0.5094679594039917, 0.7381987571716309], [0.4659314751625061, 0.7433507442474365], [0.49661874771118164, 0.7583385705947876], [0.4491569995880127, 0.8030061721801758], [0.4908739924430847, 0.8206438422203064], [0.4632152020931244, 0.8360815048217773], [0.49548977613449097, 0.8471733927726746], [0.4353474974632263, 0.8193473219871521], [0.45825713872909546, 0.8262395262718201], [0.44381728768348694, 0.8840835690498352], [0.48821455240249634, 0.8906479477882385], [0.42609232664108276, 0.945544421672821], [0.4858952462673187, 0.9595106244087219]]","[[0.4619850218296051, 0.5583657622337341], [0.0, 0.0], [0.4599955976009369, 0.5506706833839417], [0.0, 0.0], [0.45242586731910706, 0.5475460886955261], [0.45280247926712036, 0.5844578146934509], [0.4342615604400635, 0.5737179517745972], [0.4491508901119232, 0.6282351016998291], [0.41157808899879456, 0.6010410785675049], [0.4540685713291168, 0.629839301109314], [0.4119667112827301, 0.5905686616897583], [0.42832309007644653, 0.6749476790428162], [0.4154970645904541, 0.6696630120277405], [0.42502865195274353, 0.7290202379226685], [0.401721328496933, 0.7250552773475647], [0.4108160436153412, 0.7878314256668091], [0.3785117268562317, 0.7845199704170227]]","[319, 210]",slight_crosscourt drive,"[3.179, 1.142, 3.439]","[2.722, 3.252, 1.686]","[0, 0, 0]"
282,"[[0.5110923051834106, 0.7524093389511108], [0.0, 0.0], [0.5105177760124207, 0.7438876628875732], [0.0, 0.0], [0.5018389225006104, 0.732200026512146], [0.49363166093826294, 0.7483371496200562], [0.4765884280204773, 0.7436209917068481], [0.4954478144645691, 0.7968950867652893], [0.4599273204803467, 0.7949577569961548], [0.5097473859786987, 0.8092449903488159], [0.47143808007240295, 0.8195987939834595], [0.4552655816078186, 0.8241109848022461], [0.4431920647621155, 0.8229302167892456], [0.47598615288734436, 0.8880854249000549], [0.46224457025527954, 0.8888376951217651], [0.45832839608192444, 0.9572665691375732], [0.442859411239624, 0.9608963131904602]]","[[0.45724377036094666, 0.5633531808853149], [0.4592776894569397, 0.5573367476463318], [0.45443105697631836, 0.5550568699836731], [0.0, 0.0], [0.4438018798828125, 0.5520076155662537], [0.45295557379722595, 0.593122124671936], [0.4264640808105469, 0.5770102739334106], [0.45102524757385254, 0.6436377763748169], [0.4071946144104004, 0.6082800626754761], [0.4600295126438141, 0.6554654240608215], [0.4167203903198242, 0.6049226522445679], [0.428841769695282, 0.6732931137084961], [0.4093703329563141, 0.6661925315856934], [0.4328787326812744, 0.7348461747169495], [0.39929667115211487, 0.7301756739616394], [0.4173439145088196, 0.7998253107070923], [0.37288856506347656, 0.7940996885299683]]","[321, 214]",tight_straight drive,"[3.179, 1.14, 3.439]","[2.746, 3.227, 1.719]","[0, 0, 0]"
283,"[[0.5074166059494019, 0.7643356323242188], [0.0, 0.0], [0.506146252155304, 0.7558870315551758], [0.0, 0.0], [0.4973728656768799, 0.746708869934082], [0.48184138536453247, 0.7509397864341736], [0.4785163402557373, 0.7696549892425537], [0.4780118465423584, 0.7828645706176758], [0.46036186814308167, 0.8255729079246521], [0.49311986565589905, 0.7966922521591187], [0.47792959213256836, 0.8269020915031433], [0.4472302794456482, 0.8458512425422668], [0.4454289972782135, 0.8522253036499023], [0.4473085403442383, 0.9167988300323486], [0.4500296115875244, 0.9292478561401367], [0.43497347831726074, 0.9466432929039001], [0.43604063987731934, 0.961090087890625]]","[[0.456801176071167, 0.5746164321899414], [0.4587450921535492, 0.5684705376625061], [0.4542556703090668, 0.5663073658943176], [0.0, 0.0], [0.4444754719734192, 0.5627373456954956], [0.4513300061225891, 0.5995663404464722], [0.42741984128952026, 0.586179256439209], [0.44752293825149536, 0.6531175971031189], [0.41213640570640564, 0.6252615451812744], [0.4558107852935791, 0.6692125797271729], [0.4232226312160492, 0.6313107013702393], [0.42381420731544495, 0.6688216328620911], [0.40557757019996643, 0.6627691984176636], [0.4305477738380432, 0.7409988641738892], [0.39777523279190063, 0.7372147440910339], [0.4156929552555084, 0.8082038164138794], [0.3716820776462555, 0.8036465048789978]]","[323, 219]",tight_straight drive,"[3.065, 2.324, 2.516]","[2.724, 3.239, 1.692]","[0, 0, 0]"
284,"[[0.5029851794242859, 0.7691923379898071], [0.0, 0.0], [0.5017662048339844, 0.7607078552246094], [0.0, 0.0], [0.4928552508354187, 0.7505564093589783], [0.47570663690567017, 0.7545700669288635], [0.47442930936813354, 0.7676892876625061], [0.4650719165802002, 0.8013336062431335], [0.45504412055015564, 0.8270635604858398], [0.47383469343185425, 0.8216320276260376], [0.4690292775630951, 0.8356438279151917], [0.43995827436447144, 0.8391426205635071], [0.43935638666152954, 0.8431813716888428], [0.4422892928123474, 0.9126268029212952], [0.44292908906936646, 0.9227920770645142], [0.42745766043663025, 0.9522018432617188], [0.4255729615688324, 0.9676720499992371]]","[[0.4574756622314453, 0.5809836387634277], [0.0, 0.0], [0.4545140266418457, 0.5718737840652466], [0.0, 0.0], [0.4427053928375244, 0.5683367252349854], [0.44646182656288147, 0.606476366519928], [0.4256991446018219, 0.6002641320228577], [0.44631800055503845, 0.6633179187774658], [0.4217509329319, 0.6566974520683289], [0.46057289838790894, 0.6813008785247803], [0.4409269392490387, 0.6740472316741943], [0.41821208596229553, 0.6923111081123352], [0.40249815583229065, 0.6899195909500122], [0.4229215085506439, 0.7545596361160278], [0.39827781915664673, 0.7537713050842285], [0.40578094124794006, 0.8104779720306396], [0.37333834171295166, 0.8116820454597473]]","[324, 223]",tight_straight drive,"[3.042, 2.44, 2.42]","[2.723, 3.232, 1.694]","[0, 0, 0]"
285,"[[0.5012334585189819, 0.7807103395462036], [0.0, 0.0], [0.5003920793533325, 0.7697004675865173], [0.0, 0.0], [0.48874855041503906, 0.7550378441810608], [0.47328686714172363, 0.7785183191299438], [0.4545958638191223, 0.776663064956665], [0.46146973967552185, 0.8547199964523315], [0.4349133372306824, 0.8572901487350464], [0.4655054211616516, 0.8549570441246033], [0.45090070366859436, 0.8752726912498474], [0.4282936453819275, 0.8714272975921631], [0.4146629273891449, 0.8720680475234985], [0.4500342011451721, 0.9335814714431763], [0.4303397536277771, 0.9346449971199036], [0.0, 0.0], [0.0, 0.0]]","[[0.45506492257118225, 0.5839968919754028], [0.45811375975608826, 0.576823353767395], [0.4518100619316101, 0.574356198310852], [0.0, 0.0], [0.4406358301639557, 0.5718750953674316], [0.44793257117271423, 0.613770604133606], [0.4245755672454834, 0.6060483455657959], [0.4456263482570648, 0.6703022718429565], [0.4190806448459625, 0.664242684841156], [0.45425277948379517, 0.6887426376342773], [0.43462544679641724, 0.6913520097732544], [0.42066293954849243, 0.6999284625053406], [0.402569442987442, 0.6967334151268005], [0.42932501435279846, 0.7578369379043579], [0.39591890573501587, 0.7564076781272888], [0.41408076882362366, 0.8170861005783081], [0.3696681261062622, 0.8167873620986938]]","[325, 226]",tight_straight drive,"[3.007, 2.59, 2.294]","[2.735, 3.215, 1.712]","[0, 0, 0]"
