Frame count,Player 1 Keypoints,Player 2 Keypoints,Ball Position,Shot Type,Player 1 RL World Position,Player 2 RL World Position,Ball RL World Position
157,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.5252892374992371, 0.5581297874450684], [0.539322018623352, 0.5576254725456238], [0.5152531266212463, 0.5978412628173828], [0.554322361946106, 0.5974673628807068], [0.5001474022865295, 0.647903323173523], [0.5706727504730225, 0.6477282047271729], [0.4976319670677185, 0.6760759949684143], [0.5722330808639526, 0.6753498911857605], [0.5244607925415039, 0.6979619264602661], [0.5502073168754578, 0.6972488164901733], [0.5056234002113342, 0.749623715877533], [0.5363630652427673, 0.749393105506897], [0.5084686279296875, 0.8339847922325134], [0.5399317741394043, 0.8329484462738037]]","[[0.2589471936225891, 0.8155778646469116], [0.25902196764945984, 0.8061510920524597], [0.0, 0.0], [0.26478156447410583, 0.7892884016036987], [0.0, 0.0], [0.28903520107269287, 0.7887910604476929], [0.2568916976451874, 0.814881443977356], [0.32626184821128845, 0.8108369708061218], [0.25503599643707275, 0.8579308390617371], [0.34120264649391174, 0.8583662509918213], [0.23941676318645477, 0.9035341739654541], [0.31834128499031067, 0.8519736528396606], [0.29765838384628296, 0.8644373416900635], [0.3064842224121094, 0.9071241021156311], [0.2857525050640106, 0.9156244993209839], [0.32381412386894226, 0.9037071466445923], [0.30201154947280884, 0.9141784906387329]]","[93, 314]",tight_straight drive,"[3.271, 2.02, 2.775]","[2.356, 6.0, 1.288]","[0, 0, 0]"
158,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.5176640152931213, 0.5574488043785095], [0.0, 0.0], [0.5096765160560608, 0.5997844934463501], [0.550139844417572, 0.5977063775062561], [0.4990505576133728, 0.6543124914169312], [0.5643121004104614, 0.6531803607940674], [0.49923625588417053, 0.6900675296783447], [0.0, 0.0], [0.519719660282135, 0.7018744349479675], [0.5482690334320068, 0.700007438659668], [0.4921224117279053, 0.742293119430542], [0.5327101945877075, 0.7408145666122437], [0.49354514479637146, 0.827690064907074], [0.5432650446891785, 0.8246735334396362]]","[[0.2569954991340637, 0.8009358644485474], [0.2571270167827606, 0.7916135191917419], [0.25274962186813354, 0.7970966100692749], [0.2643100321292877, 0.7778762578964233], [0.0, 0.0], [0.28809037804603577, 0.7826195359230042], [0.25813597440719604, 0.807529091835022], [0.3268221914768219, 0.8079484701156616], [0.25874093174934387, 0.8523077368736267], [0.3434966504573822, 0.8584127426147461], [0.24250948429107666, 0.8976096510887146], [0.3187390863895416, 0.8352851271629333], [0.2985382676124573, 0.8477230668067932], [0.3183862268924713, 0.8869935870170593], [0.2911539673805237, 0.896216094493866], [0.3374044895172119, 0.8988508582115173], [0.3032301068305969, 0.9096711874008179]]","[93, 314]",tight_straight drive,"[3.264, 1.968, 2.815]","[2.425, 3.259, 1.394]","[0, 0, 0]"
159,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.5145955681800842, 0.5578873753547668], [0.0, 0.0], [0.5057337880134583, 0.5996044874191284], [0.5466666221618652, 0.5985239744186401], [0.4929855465888977, 0.6504977941513062], [0.5587874054908752, 0.6493497490882874], [0.49052390456199646, 0.6722890138626099], [0.5555886030197144, 0.670857846736908], [0.5110275149345398, 0.7009552121162415], [0.5412449836730957, 0.699757993221283], [0.4825426936149597, 0.7454583048820496], [0.5379461050033569, 0.7448634505271912], [0.47279566526412964, 0.8214101791381836], [0.5462533235549927, 0.8198360800743103]]","[[0.2584155201911926, 0.7803268432617188], [0.2587575316429138, 0.7716249227523804], [0.25457170605659485, 0.7757927179336548], [0.26693442463874817, 0.7610763311386108], [0.0, 0.0], [0.289482057094574, 0.772590696811676], [0.2608053684234619, 0.792443573474884], [0.32542985677719116, 0.7976008653640747], [0.2597981095314026, 0.8368566036224365], [0.3476009964942932, 0.8385722637176514], [0.24807414412498474, 0.876487135887146], [0.32020241022109985, 0.8368485569953918], [0.3010336458683014, 0.8472725749015808], [0.3214515745639801, 0.8899784684181213], [0.2933211028575897, 0.8976841568946838], [0.3356400728225708, 0.915570080280304], [0.298692524433136, 0.9246183633804321]]","[93, 314]",tight_straight drive,"[3.275, 2.077, 2.732]","[2.429, 3.261, 1.397]","[0, 0, 0]"
160,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.5098211765289307, 0.5639797449111938], [0.5264756083488464, 0.5626438856124878], [0.5011829137802124, 0.605647087097168], [0.5400572419166565, 0.6034390926361084], [0.4899643063545227, 0.6556676030158997], [0.5490020513534546, 0.6523007750511169], [0.4894091486930847, 0.6714754104614258], [0.5449126958847046, 0.6693606972694397], [0.5035843849182129, 0.7053071856498718], [0.534220278263092, 0.7038092017173767], [0.4770607352256775, 0.7551689147949219], [0.5414124727249146, 0.754298746585846], [0.4593747556209564, 0.8255234360694885], [0.5491522550582886, 0.8235549330711365]]","[[0.2632102966308594, 0.7686330080032349], [0.2624809145927429, 0.7611674070358276], [0.25942176580429077, 0.7641215920448303], [0.267106831073761, 0.7489228844642639], [0.0, 0.0], [0.29146987199783325, 0.7615966796875], [0.2715509533882141, 0.7706298828125], [0.32808351516723633, 0.7857987880706787], [0.27240148186683655, 0.8014154434204102], [0.35062336921691895, 0.8273345828056335], [0.25703638792037964, 0.8306139707565308], [0.32135188579559326, 0.83083176612854], [0.30972182750701904, 0.835602343082428], [0.3093743920326233, 0.8893215656280518], [0.29623377323150635, 0.8915961384773254], [0.316006064414978, 0.9299946427345276], [0.2981604039669037, 0.9309700131416321]]","[93, 314]",tight_straight drive,"[3.285, 2.157, 2.67]","[2.414, 3.253, 1.384]","[0, 0, 0]"
161,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.5099200010299683, 0.5638061761856079], [0.5264763236045837, 0.5625272989273071], [0.5013085007667542, 0.6054494380950928], [0.5401138663291931, 0.6033307909965515], [0.49015912413597107, 0.6554268002510071], [0.5489219427108765, 0.6520830392837524], [0.48946326971054077, 0.671576976776123], [0.5446251034736633, 0.6694549322128296], [0.503473162651062, 0.7050791382789612], [0.534130871295929, 0.7035859227180481], [0.47664642333984375, 0.755967378616333], [0.541481614112854, 0.7550994753837585], [0.4588462710380554, 0.8256196975708008], [0.5495095252990723, 0.8236802816390991]]","[[0.26292914152145386, 0.7678113579750061], [0.2623325288295746, 0.7604278326034546], [0.2591845393180847, 0.7633227705955505], [0.2670978903770447, 0.7482145428657532], [0.0, 0.0], [0.29111963510513306, 0.7608121037483215], [0.2708534300327301, 0.7698724269866943], [0.3272954225540161, 0.7846875786781311], [0.2713037431240082, 0.8006569743156433], [0.34999972581863403, 0.8259905576705933], [0.25596553087234497, 0.8302856683731079], [0.3205481767654419, 0.829856812953949], [0.3087742328643799, 0.834665060043335], [0.30885350704193115, 0.8882803916931152], [0.29618093371391296, 0.8906209468841553], [0.31575754284858704, 0.9295565485954285], [0.29872843623161316, 0.9306345582008362]]","[93, 314]",tight_straight drive,"[3.293, 2.198, 2.637]","[2.416, 3.251, 1.386]","[0, 0, 0]"
162,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.5062292814254761, 0.569485068321228], [0.5209888219833374, 0.5694305896759033], [0.4966607093811035, 0.6101617813110352], [0.5340784788131714, 0.6106871366500854], [0.48465418815612793, 0.659613847732544], [0.5408730506896973, 0.6608567237854004], [0.4840262532234192, 0.680410623550415], [0.535525918006897, 0.6814715266227722], [0.49825161695480347, 0.7095085978507996], [0.5286930799484253, 0.7092732787132263], [0.46767210960388184, 0.7640453577041626], [0.5365114808082581, 0.764485239982605], [0.45024195313453674, 0.8264861106872559], [0.547519862651825, 0.8263782262802124]]","[[0.2626968026161194, 0.7455052733421326], [0.0, 0.0], [0.0, 0.0], [0.2684657871723175, 0.7341075539588928], [0.0, 0.0], [0.28614160418510437, 0.753555953502655], [0.28363314270973206, 0.7535976767539978], [0.3204849362373352, 0.7840403318405151], [0.3119342029094696, 0.7936089634895325], [0.34022730588912964, 0.8137187361717224], [0.324327290058136, 0.8169735670089722], [0.3120826184749603, 0.8331434726715088], [0.31020015478134155, 0.8333374261856079], [0.2957625389099121, 0.8822936415672302], [0.29835182428359985, 0.8808790445327759], [0.3022586405277252, 0.9223979711532593], [0.30247920751571655, 0.918864369392395]]","[93, 314]",tight_straight drive,"[3.294, 2.205, 2.632]","[2.419, 3.252, 1.388]","[0, 0, 0]"
163,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.4965553879737854, 0.5753955841064453], [0.5123108625411987, 0.5731964707374573], [0.48656758666038513, 0.6169840693473816], [0.5259065628051758, 0.6143973469734192], [0.4766780436038971, 0.6636927723884583], [0.5380860567092896, 0.6641451716423035], [0.4803229868412018, 0.6945168375968933], [0.5368913412094116, 0.6946993470191956], [0.49465736746788025, 0.7115713357925415], [0.526408851146698, 0.7106239199638367], [0.4623681604862213, 0.762342095375061], [0.5343761444091797, 0.7623419165611267], [0.443345308303833, 0.8260291218757629], [0.5450573563575745, 0.824509859085083]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.267770916223526, 0.72309410572052], [0.2868262827396393, 0.7119572758674622], [0.27535563707351685, 0.7533717751502991], [0.30246344208717346, 0.7334350347518921], [0.28237512707710266, 0.7754057049751282], [0.33237704634666443, 0.7587136030197144], [0.2907974123954773, 0.760888934135437], [0.3561345934867859, 0.8058297038078308], [0.30610278248786926, 0.8422598838806152], [0.3222857415676117, 0.8320308923721313], [0.28862428665161133, 0.8939219117164612], [0.29852133989334106, 0.8716112971305847], [0.29181063175201416, 0.9425679445266724], [0.30563703179359436, 0.9218916893005371]]","[189, 121]",slight_crosscourt drive,"[3.287, 2.155, 2.671]","[2.431, 3.258, 1.399]","[0, 0, 0]"
164,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.4901418685913086, 0.5778830051422119], [0.5068179368972778, 0.576808512210846], [0.4781264662742615, 0.6197437644004822], [0.5186002850532532, 0.6190776824951172], [0.46629175543785095, 0.667820930480957], [0.5276609659194946, 0.6706464290618896], [0.4723571240901947, 0.6933244466781616], [0.5266653895378113, 0.6955703496932983], [0.4846789836883545, 0.7147046327590942], [0.5172663927078247, 0.714642345905304], [0.45690304040908813, 0.7622143030166626], [0.5295032262802124, 0.7632402181625366], [0.4409533441066742, 0.8289381265640259], [0.5433290004730225, 0.8289927244186401]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.282569020986557, 0.7040878534317017], [0.0, 0.0], [0.2907668352127075, 0.7350204586982727], [0.30774372816085815, 0.7241359949111938], [0.2925260066986084, 0.7819681763648987], [0.33854907751083374, 0.7650583982467651], [0.29187673330307007, 0.8293229937553406], [0.35486388206481934, 0.8098673224449158], [0.30991131067276, 0.8244432806968689], [0.32018882036209106, 0.8184537887573242], [0.2894807457923889, 0.8788414001464844], [0.30456024408340454, 0.8722114562988281], [0.29098600149154663, 0.940822184085846], [0.3060688376426697, 0.9298702478408813]]","[198, 104]",slight_crosscourt drive,"[3.28, 2.114, 2.703]","[2.451, 3.26, 1.416]","[0, 0, 0]"
165,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.4798038601875305, 0.5796149373054504], [0.4954172670841217, 0.5798780918121338], [0.46661028265953064, 0.621859073638916], [0.5086557865142822, 0.6234979629516602], [0.4551312327384949, 0.6662190556526184], [0.5188054442405701, 0.670592725276947], [0.4588647782802582, 0.6907089352607727], [0.5157628059387207, 0.6930035352706909], [0.4720843434333801, 0.7131472229957581], [0.5065674185752869, 0.7146086096763611], [0.4455624520778656, 0.7596951127052307], [0.5241568684577942, 0.7617855668067932], [0.4284667372703552, 0.8283779621124268], [0.5419294834136963, 0.8295854926109314]]","[[0.0, 0.0], [0.28715574741363525, 0.6882021427154541], [0.0, 0.0], [0.29466456174850464, 0.6859006285667419], [0.0, 0.0], [0.3117798864841461, 0.7165607810020447], [0.3007879853248596, 0.7195508480072021], [0.3419901430606842, 0.7640441060066223], [0.32238397002220154, 0.7750875949859619], [0.3532178997993469, 0.8153112530708313], [0.32820239663124084, 0.8194610476493835], [0.3186136782169342, 0.8209816217422485], [0.31182408332824707, 0.8201061487197876], [0.29503947496414185, 0.8785256147384644], [0.29540371894836426, 0.8775098919868469], [0.29803749918937683, 0.9391668438911438], [0.2987114489078522, 0.9372611045837402]]","[205, 91]",slight_crosscourt drive,"[3.275, 2.059, 2.745]","[2.459, 3.258, 1.424]","[0, 0, 0]"
166,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.46821776032447815, 0.5775649547576904], [0.4868462085723877, 0.5773252844810486], [0.4556278586387634, 0.6189904808998108], [0.49702805280685425, 0.6191169023513794], [0.44530314207077026, 0.6703224778175354], [0.5050382614135742, 0.6703934073448181], [0.45325207710266113, 0.678804874420166], [0.5032188296318054, 0.67924964427948], [0.4609665274620056, 0.7204694151878357], [0.49490228295326233, 0.7205768823623657], [0.43722453713417053, 0.7590181827545166], [0.5127955675125122, 0.759307861328125], [0.4286208152770996, 0.8317214250564575], [0.5363117456436157, 0.8314340114593506]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.30081483721733093, 0.6682871580123901], [0.0, 0.0], [0.31744855642318726, 0.7021384239196777], [0.30958953499794006, 0.7002916932106018], [0.3408966064453125, 0.7575380802154541], [0.0, 0.0], [0.3443129360675812, 0.8107046484947205], [0.0, 0.0], [0.32286322116851807, 0.8060635328292847], [0.31865280866622925, 0.8030572533607483], [0.3001638352870941, 0.8721774816513062], [0.30182376503944397, 0.8692255020141602], [0.3063409924507141, 0.9430376887321472], [0.30784308910369873, 0.9367133975028992]]","[203, 95]",slight_crosscourt lob,"[3.271, 2.027, 2.77]","[2.424, 3.25, 1.393]","[0, 0, 0]"
167,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.4682424068450928, 0.5775625705718994], [0.48679614067077637, 0.5772120952606201], [0.45573848485946655, 0.6190857291221619], [0.4971170425415039, 0.6190339922904968], [0.4452241063117981, 0.6709175705909729], [0.5053412914276123, 0.6706965565681458], [0.452523410320282, 0.6784905195236206], [0.5031206607818604, 0.6789149641990662], [0.46110647916793823, 0.7207465171813965], [0.49503883719444275, 0.7207402586936951], [0.4370421767234802, 0.7596089839935303], [0.5130323171615601, 0.7597770690917969], [0.42859897017478943, 0.831908106803894], [0.5369237661361694, 0.8314082622528076]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.30069440603256226, 0.667176365852356], [0.0, 0.0], [0.31686368584632874, 0.7016804814338684], [0.3096969723701477, 0.7004420757293701], [0.3411739766597748, 0.7557169795036316], [0.0, 0.0], [0.3439595103263855, 0.8050693273544312], [0.0, 0.0], [0.32174941897392273, 0.8072771430015564], [0.31776028871536255, 0.8044780492782593], [0.29947027564048767, 0.8729936480522156], [0.3012327253818512, 0.8702369928359985], [0.3065749704837799, 0.9440343379974365], [0.308180034160614, 0.9381749629974365]]","[203, 95]",tight_straight drive,"[3.255, 1.897, 2.87]","[2.474, 3.257, 1.437]","[0, 0, 0]"
168,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.461210161447525, 0.5737197399139404], [0.47572678327560425, 0.5721914768218994], [0.4524921476840973, 0.6127859354019165], [0.48698705434799194, 0.6112156510353088], [0.43733978271484375, 0.6693711876869202], [0.4988429546356201, 0.6716047525405884], [0.4366697371006012, 0.6871874332427979], [0.494455486536026, 0.6894605755805969], [0.4520568251609802, 0.7146635055541992], [0.48170074820518494, 0.7130764722824097], [0.4337153434753418, 0.7648407816886902], [0.5016871690750122, 0.7636853456497192], [0.42752140760421753, 0.8389473557472229], [0.5307959318161011, 0.8397311568260193]]","[[0.0, 0.0], [0.2985270619392395, 0.6607281565666199], [0.0, 0.0], [0.3068554699420929, 0.6596561670303345], [0.0, 0.0], [0.3182455897331238, 0.6964791417121887], [0.3214007019996643, 0.6931089758872986], [0.3233572840690613, 0.7589587569236755], [0.0, 0.0], [0.3144320547580719, 0.8098457455635071], [0.0, 0.0], [0.3249439001083374, 0.8049445152282715], [0.3273612856864929, 0.8007895350456238], [0.3072754442691803, 0.8729549050331116], [0.30977633595466614, 0.8694590330123901], [0.3141949772834778, 0.9441253542900085], [0.3140980303287506, 0.937168538570404]]","[200, 99]",tight_straight drive,"[3.257, 1.911, 2.86]","[2.476, 3.256, 1.44]","[0, 0, 0]"
169,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.44975319504737854, 0.5721352696418762], [0.4673473834991455, 0.5729953050613403], [0.4381586015224457, 0.6124041080474854], [0.47739753127098083, 0.6145000457763672], [0.427146852016449, 0.6625331044197083], [0.48608946800231934, 0.6642056107521057], [0.42952775955200195, 0.6889708638191223], [0.48241105675697327, 0.6900949478149414], [0.4424930214881897, 0.7117281556129456], [0.4737774431705475, 0.7131147384643555], [0.4304042458534241, 0.7662453651428223], [0.49446725845336914, 0.767546534538269], [0.42599552869796753, 0.8309721350669861], [0.5160961151123047, 0.8315678834915161]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.31507450342178345, 0.6397215127944946], [0.0, 0.0], [0.3235683739185333, 0.677929699420929], [0.33169272541999817, 0.6745306253433228], [0.3270089030265808, 0.7336503863334656], [0.0, 0.0], [0.31697556376457214, 0.7692421674728394], [0.0, 0.0], [0.325736939907074, 0.785092830657959], [0.3309968113899231, 0.7812023758888245], [0.3171362280845642, 0.8657776117324829], [0.31795066595077515, 0.8628295660018921], [0.3205938935279846, 0.9461802244186401], [0.31714391708374023, 0.940125048160553]]","[198, 105]",tight_straight drive,"[3.241, 1.726, 3.001]","[2.507, 3.257, 1.469]","[0, 0, 0]"
170,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.43850177526474, 0.5659070611000061], [0.45766395330429077, 0.5662807822227478], [0.4280639588832855, 0.6073856949806213], [0.4675953984260559, 0.6072383522987366], [0.41718822717666626, 0.6587786078453064], [0.47627997398376465, 0.6558127999305725], [0.4198838174343109, 0.6695931553840637], [0.4721236228942871, 0.6663784384727478], [0.43361109495162964, 0.7053311467170715], [0.4640587866306305, 0.7049734592437744], [0.4256417155265808, 0.7618615031242371], [0.48114514350891113, 0.7613934278488159], [0.42703890800476074, 0.8342018723487854], [0.5028249025344849, 0.8321866989135742]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.318297803401947, 0.6342997550964355], [0.0, 0.0], [0.3261110186576843, 0.6738884449005127], [0.343662291765213, 0.6658958196640015], [0.3276464641094208, 0.7372218370437622], [0.0, 0.0], [0.3213305175304413, 0.7956103086471558], [0.0, 0.0], [0.3334107995033264, 0.7825360894203186], [0.3447219729423523, 0.7771501541137695], [0.32245033979415894, 0.8653517961502075], [0.3258058428764343, 0.8613972067832947], [0.32209956645965576, 0.9473245143890381], [0.31904274225234985, 0.9389033913612366]]","[195, 112]",tight_straight drive,"[3.214, 1.509, 3.168]","[2.525, 3.255, 1.486]","[0, 0, 0]"
